group	position	locus
LG3	6,683621651	NW_019812133.1-F000
LG3	7,408359375	LOC111999912
LG3	7,757274808	LOC111995679
LG3	8,251200971	LOC111995684
LG3	9,014326076	LOC111983211
LG3	10,50607437	LOC112020090
LG3	10,53631665	LOC112020085
LG3	10,5370393	NW_019808688.1-F000
LG3	10,56259652	NW_019819391.1-F001
LG3	10,57143261	NW_019819391.1-F000
LG3	10,57658795	LOC111991837
LG3	10,63805844	LOC111985112
LG3	10,6419161	NW_019808121.1-F000
LG3	10,72133456	LOC111999341
LG3	10,9	LOC112027924
LG3	10,97437377	LOC112009993
LG3	11,98020092	LOC112039284
LG3	12,02118218	NW_019817527.1-F002
LG3	12,02160265	NW_019817527.1-F001
LG3	12,02533457	LOC111987468
LG3	12,03271891	NW_019817527.1-F003
LG3	12,1583221	NW_019810933.1-F000
LG3	12,17761827	LOC112012319
LG3	12,4288389	LOC112004960
LG3	12,56540539	NW_019807558.1-F000
LG3	12,66020328	LOC111983999
LG3	12,70144286	LOC111999704
LG3	12,73365676	LOC111999707
LG3	12,7336637	LOC111999712
LG3	12,82549548	LOC111997923
LG3	13,14807295	NW_019812456.1-F000
LG3	14,49978501	LOC111987368
LG3	15,48260599	LOC112006439
LG3	16,00818239	LOC112022284
LG3	16,38383739	LOC112010645
LG3	16,44253129	LOC111999685
LG3	16,55453476	LOC112032450
LG3	16,63549895	LOC112001063
LG3	16,73909122	LOC112032458
LG3	16,75670497	NW_019807656.1-F000
LG3	17,04785621	LOC112032466
LG3	17,09901047	LOC112017119
LG3	17,40963192	LOC112032454
LG3	17,62799431	LOC111985670
LG3	18,01171667	NW_019811566.1-F002
LG3	18,04879057	NW_019811566.1-F001
LG3	18,24518664	LOC112022353
LG3	18,30782918	LOC112034083
LG3	18,7986403	LOC111995782
LG3	19,81244935	LOC112020975
LG3	20,32100405	LOC111998193
LG3	20,59752903	LOC111984709
LG3	21,40006249	LOC112023293
LG3	21,42198289	LOC112023297
LG3	21,56481686	LOC112033178
LG3	21,76501821	LOC112024006
LG3	22,09825629	NW_019816386.1-F000
LG3	22,2	LOC112033966
LG3	22,2	LOC112039664
LG3	22,20924963	LOC112039694
LG3	22,31825373	LOC112034552
LG3	22,31908079	LOC112033948
LG3	22,80068231	LOC111999814
LG3	22,82279344	NW_019807947.1-F000
LG3	23,30816691	LOC111987539
LG3	23,54807102	LOC112038488
LG3	23,66164337	NW_019816082.1-F000
LG3	23,69631963	LOC112038491
LG3	23,70735033	NW_019812456.1-F001
LG3	23,92423756	LOC111982951
LG3	23,97295372	LOC112016362
LG3	24,02879852	LOC112005134
LG3	24,13982097	LOC112005218
LG3	24,88520446	LOC112008589
LG3	25,04536953	LOC112008592
LG3	25,13332371	LOC111993955
LG3	25,1954792	LOC112030070
LG3	27,40027541	LOC111991525
LG3	27,7	LOC111997078
LG3	28,00399504	LOC111995018
LG3	28,02278225	NW_019806772.1-F000
LG3	28,14878806	LOC112005715
LG3	28,20364253	LOC112033435
LG3	28,23262853	NW_019824424.1-F000
LG3	28,52572543	LOC111995088
LG3	28,64164645	LOC112020887
LG3	28,66059368	LOC112020886
LG3	28,93928624	LOC112020880
LG3	29,91368754	LOC111994618
LG3	30,14909595	NW_019806437.1-F000
LG3	30,81702351	LOC111985031
LG3	31,19934326	LOC111985037
LG3	31,66304597	NW_019816395.1-F000
LG3	31,79986493	LOC111985032
LG3	31,9336744	LOC111985047
LG3	32,40807113	LOC111984371
LG3	33,07924247	LOC111988750
LG3	35,21931891	LOC111993746
LG3	35,22645215	LOC111993754
LG3	35,45712307	NW_019822184.1-F001
LG3	35,4881526	LOC111999511
LG3	35,5	LOC112017567
LG3	35,64425838	LOC111984666
LG3	35,66243434	LOC111984494
LG3	35,79028027	NW_019809386.1-F000
LG3	36,67253771	LOC112011636
LG3	36,67254723	LOC111984472
LG3	37,40780732	LOC112041172
LG3	37,43615387	LOC112010732
LG3	37,45499417	LOC112010738
LG3	37,47692453	LOC112009317
LG3	37,5	LOC112001537
LG3	37,5	NW_019825261.1-F000
LG3	39,4	LOC112014040
LG3	39,47432164	LOC112014119
LG3	40,4532849	LOC111999738
LG3	40,46964404	LOC112038269
LG3	40,49692725	LOC112034212
LG3	40,79195438	LOC112015880
LG3	40,8	LOC112015959
LG3	40,8	NW_019827908.1-F000
LG3	41,67554758	LOC112036659
LG3	42,00689579	LOC111986622
LG3	42,07797502	NW_019817284.1-F000
LG3	42,8	NW_019807743.1-F000
LG3	42,8	NW_019814429.1-F000
LG3	42,94090345	NW_019824354.1-F000
LG3	43,10402358	LOC112010088
LG3	43,35954329	NW_019825793.1-F000
LG3	43,4163031	LOC111997912
LG3	43,50392697	LOC112003032
LG3	44,4488758	LOC112010101
LG3	44,44901373	LOC111990625
LG3	44,44972822	NW_019818925.1-F000
LG3	44,5420676	NW_019825793.1-F001
LG3	45,02163216	NW_019825264.1-F000
LG3	45,22513453	LOC112034004
LG3	45,42471054	LOC112034008
LG3	45,55837681	LOC112033983
LG3	46,84352333	LOC112022590
LG3	47	LOC111986180
LG3	47,3	LOC112004899
LG3	47,3	LOC112029906
LG3	47,3	NW_019811757.1-F000
LG3	47,37542774	LOC112015360
LG3	47,43397493	LOC112015355
LG3	47,62525225	NW_019827609.1-F000
LG3	49,56962348	LOC111990338
LG3	49,86569878	LOC111996814
LG3	50,16357958	NW_019818605.1-F000
LG3	50,25068647	LOC112040046
LG3	50,29978206	LOC112040040
LG3	50,4	LOC111996955
LG3	50,4	LOC112000673
LG3	50,48280746	NW_019811872.1-F001
LG3	50,51970562	LOC112000651
LG3	50,59203643	LOC111995821
LG3	50,7	LOC111994814
LG3	50,7	LOC112000693
LG3	50,7	NW_019806954.1-F000
LG3	52,39652554	LOC112031618
LG3	53,80015281	LOC111990955
LG3	54,4680938	LOC112002848
LG3	54,51660596	LOC112015453
LG3	54,74169818	LOC112024323
LG3	55,35585465	LOC112005549
LG3	55,67400283	LOC111996571
LG3	55,78666878	LOC111998910
LG3	55,84563446	LOC111998908
LG3	58,81044076	NW_019824605.1-F000
LG3	59,15768335	LOC112039840
LG3	59,2937393	NW_019819326.1-F000
LG3	59,857101	LOC112028740
LG3	59,88160458	LOC111996826
LG3	59,89573386	LOC112034275
LG4	0,009294173	LOC112029948
LG4	0,011439774	LOC112006530
LG4	0,02510411	LOC111987929
LG4	0,110583767	LOC112000469
LG4	0,130087892	NW_019814429.1-F001
LG4	0,871654569	LOC112006610
LG4	0,914948928	LOC112012953
LG4	1,055982607	LOC111984381
LG4	1,376748481	LOC112038768
LG4	2,107268311	LOC111994215
LG4	2,249717202	LOC112039121
LG4	2,775390267	LOC111993815
LG4	3,058836629	LOC111993811
LG4	3,099478823	LOC111993835
LG4	3,504343055	NW_019813822.1-F000
LG4	3,618955284	LOC111996429
LG4	4,145939902	LOC111996415
LG4	4,707710297	LOC112025609
LG4	5,471988194	NW_019813490.1-F000
LG4	5,485369343	LOC112033866
LG4	5,791422522	LOC112029020
LG4	5,975625608	LOC112028980
LG4	6,14164814	LOC112038435
LG4	7,000029059	LOC112008808
LG4	8,049104693	LOC112017194
LG4	8,665815825	LOC112017195
LG4	8,708705634	NW_019828058.1-F000
LG4	9,64464575	LOC112012461
LG4	9,809029779	NW_019811595.1-F000
LG4	9,947605406	NW_019827589.1-F000
LG4	10,24278784	LOC112011718
LG4	10,92034021	LOC112017939
LG4	11,35175947	NW_019820740.1-F000
LG4	11,75417447	NW_019816132.1-F000
LG4	12,08642774	LOC112029448
LG4	12,76859151	LOC111993079
LG4	12,94143632	LOC112001706
LG4	13,21623467	LOC112001705
LG4	13,31273079	LOC112041215
LG4	13,79952611	NW_019818598.1-F001
LG4	13,79955799	NW_019807950.1-F000
LG4	15,11179496	LOC112008496
LG4	15,38486675	LOC112038899
LG4	15,4	LOC112011670
LG4	15,4	NW_019826153.1-F000
LG4	15,43585301	LOC112011633
LG4	16,20655459	LOC112008284
LG4	16,21188461	LOC111991695
LG4	16,64189981	LOC111991694
LG4	22,06929854	LOC112016422
LG4	22,38666353	LOC112012829
LG4	23,4	LOC112020376
LG4	23,71919881	LOC112034965
LG4	23,71921798	LOC112034964
LG4	24,32730644	NW_019828659.1-F000
LG4	24,96826028	LOC111989264
LG4	25,13339996	NW_019821826.1-F000
LG4	25,44998513	LOC112010754
LG4	25,96472125	NW_019807076.1-F000
LG4	26,19817353	NW_019806419.1-F000
LG4	26,25719522	LOC112022774
LG4	26,37003557	LOC111983111
LG4	26,6	NW_019818077.1-F000
LG4	26,71000296	LOC111992718
LG4	26,90776304	NW_019809021.1-F000
LG4	26,95185377	LOC111988699
LG4	26,97305112	LOC111988661
LG4	28,35686738	LOC112035871
LG4	33,1	LOC111984743
LG4	33,45065757	LOC112015547
LG4	33,50389875	LOC112000372
LG4	33,79932963	NW_019816391.1-F000
LG4	34,82432433	NW_019825996.1-F000
LG4	34,84913922	LOC112011054
LG4	35,5	LOC111983695
LG4	35,5	LOC111996303
LG4	36,08150177	LOC112009294
LG4	36,22380824	LOC112009295
LG4	36,36629849	LOC112035403
LG4	36,37875321	LOC112020993
LG4	36,83497867	LOC112036281
LG4	38,31889757	NW_019818081.1-F001
LG4	39,12165811	NW_019806947.1-F000
LG4	39,12167069	LOC111999906
LG4	39,16802564	LOC112000054
LG4	39,20095355	LOC112000084
LG4	39,40105043	LOC112015347
LG4	39,74540963	LOC111999379
LG4	39,78438149	LOC111999380
LG4	40,1	LOC111986715
LG4	40,38768161	NW_019805635.1-F000
LG4	40,48602875	NW_019824386.1-F000
LG4	40,5933479	LOC112033709
LG4	40,90888909	LOC112032278
LG4	40,91525572	NW_019808809.1-F000
LG4	40,99972496	NW_019818378.1-F001
LG4	41,27527833	LOC112005143
LG4	41,40215201	NW_019809674.1-F000
LG4	41,67646003	NW_019825797.1-F001
LG4	41,9	LOC111983705
LG4	42,41592281	LOC112030133
LG4	42,87670468	LOC112037225
LG4	43,00446996	LOC112027086
LG4	43,3	LOC112006935
LG4	43,68448304	NW_019818378.1-F000
LG4	43,96723197	LOC111989349
LG4	43,96827381	LOC111989397
LG4	44,00190171	LOC111989353
LG4	44,18926977	NW_019814881.1-F000
LG4	44,38986789	LOC111989354
LG4	46,65506225	LOC112041091
LG4	46,9000335	LOC112028461
LG4	47,9585687	LOC112039505
LG4	48,11061791	LOC112003932
LG4	48,46799092	LOC112017817
LG4	48,59811869	LOC111992289
LG4	50,13344802	LOC112016065
LG4	50,94337705	LOC112028961
LG4	51,27288574	LOC112025578
LG4	51,50545637	LOC112020838
LG4	51,5704653	NW_019808793.1-F001
LG4	51,68318789	NW_019808793.1-F000
LG4	59,90090622	LOC112035780
LG4	61,22744608	NW_019826028.1-F000
LG4	61,63304175	LOC112018531
LG4	62,0853364	NW_019825470.1-F001
LG4	62,13147971	LOC112038657
LG4	62,88405767	LOC111985067
LG4	63,29772004	LOC112013762
LG4	63,3	LOC112013751
LG4	63,3	NW_019806770.1-F000
LG5	0	LOC112028458
LG5	0	LOC112028464
LG5	0,363567928	LOC112033551
LG5	1,819362682	NW_019825473.1-F000
LG5	1,81936634	NW_019825473.1-F001
LG5	1,928210899	LOC112009288
LG5	2,557290129	LOC112013077
LG5	2,62599617	LOC112027144
LG5	2,626001664	LOC112013093
LG5	3,050423768	LOC112033456
LG5	3,072911042	NW_019813447.1-F001
LG5	3,08973709	NW_019827607.1-F001
LG5	3,149425925	LOC112007303
LG5	3,248978678	NW_019823055.1-F000
LG5	3,302489078	LOC112001674
LG5	3,317219001	LOC111997280
LG5	3,338564629	LOC112001641
LG5	3,367490827	LOC112001677
LG5	3,394616285	NW_019811252.1-F000
LG5	3,8	LOC112003595
LG5	4,39086104	LOC111998875
LG5	4,4	LOC111993412
LG5	4,4	LOC112012891
LG5	4,795148342	LOC112037456
LG5	4,974669223	LOC112010071
LG5	5,047642196	NW_019810518.1-F001
LG5	5,137217789	NW_019810518.1-F000
LG5	5,174533438	LOC111996053
LG5	5,384261683	LOC111990732
LG5	5,539725301	NW_019808591.1-F000
LG5	5,824748387	LOC112006300
LG5	6,209238146	LOC112006035
LG5	6,252166856	LOC112005992
LG5	6,46681749	NW_019822816.1-F001
LG5	6,476099437	LOC112032509
LG5	6,506238679	LOC111984353
LG5	6,506287477	LOC111984354
LG5	6,628963224	LOC112040634
LG5	6,838818831	NW_019818028.1-F000
LG5	7,110401495	LOC111990647
LG5	7,300052706	LOC111988418
LG5	8,234291534	LOC112008820
LG5	8,234294681	LOC112039023
LG5	8,453158862	LOC112030020
LG5	8,478200717	NW_019811872.1-F000
LG5	8,930770299	LOC111994283
LG5	9,193772619	LOC112024427
LG5	10,97342352	LOC112023751
LG5	11,07175542	LOC111993022
LG5	11,16191107	LOC112021453
LG5	11,17977728	LOC112022212
LG5	11,19288508	LOC112025310
LG5	11,36009053	LOC112025031
LG5	11,41319504	LOC112025901
LG5	12,02485228	LOC111990887
LG5	12,02515459	LOC111990891
LG5	12,02515852	LOC111990889
LG5	12,3	NW_019825797.1-F000
LG5	13,27097104	LOC112028675
LG5	13,2850081	NW_019811476.1-F000
LG5	13,7	LOC111990150
LG5	13,7	LOC111990941
LG5	13,7	LOC112010050
LG5	13,7	LOC112029275
LG5	13,7	LOC112032399
LG5	13,7	NW_019807317.1-F000
LG5	13,78158505	LOC112006345
LG5	13,9	LOC111999526
LG5	13,9	LOC112017437
LG5	13,9	NW_019816389.1-F000
LG5	14,36184755	LOC112022014
LG5	16,01383292	LOC112013086
LG5	17,40171095	LOC112021063
LG5	17,85569077	LOC112013232
LG5	17,90437518	LOC112012955
LG5	18,04708779	LOC112013258
LG5	18,05890187	LOC111992684
LG5	18,13345626	LOC112032123
LG5	18,35121468	LOC112013092
LG5	18,39420642	LOC112012967
LG5	19,0649075	LOC112034203
LG5	19,10249313	NW_019813747.1-F000
LG5	19,72625755	NW_019817969.1-F000
LG5	19,72747361	LOC112040828
LG5	19,88807871	NW_019805635.1-F001
LG5	20,09409319	LOC111986421
LG5	20,12485974	LOC112016524
LG5	20,12503553	LOC112038366
LG5	20,43293465	LOC112016545
LG5	20,9793126	LOC112004508
LG5	21,02923069	LOC112004514
LG5	21,2	LOC112000124
LG5	21,2	LOC112032364
LG5	21,22651251	LOC111983935
LG5	21,30886199	NW_019816088.1-F000
LG5	21,416757	LOC112021670
LG5	21,82772627	NW_019825792.1-F000
LG5	21,83592657	NW_019825595.1-F000
LG5	22,04490259	NW_019822738.1-F000
LG5	22,96432549	LOC111990076
LG5	24,1854703	NW_019820310.1-F000
LG5	27,0412001	NW_019813483.1-F000
LG5	27,11358523	LOC112033789
LG5	31,02960365	LOC112019144
LG5	31,30130508	LOC112019166
LG5	31,81743413	LOC111994436
LG5	32,05228134	LOC112019721
LG5	32,1053368	LOC112019718
LG5	32,56371009	LOC112024931
LG5	32,56376967	LOC111986554
LG5	32,7	LOC112000242
LG5	32,7	LOC112000246
LG5	32,7	NW_019805959.1-F000
LG5	32,7	NW_019816133.1-F000
LG5	34,7	LOC111986660
LG5	34,7	LOC112002106
LG5	34,7	LOC112028073
LG5	34,7	NW_019809995.1-F000
LG5	34,7	NW_019813751.1-F002
LG5	34,7	NW_019817532.1-F001
LG5	34,7	NW_019820066.1-F000
LG5	35,79465486	LOC111991735
LG5	35,90109926	LOC111991743
LG5	36,4	NW_019822140.1-F000
LG5	36,44919999	NW_019807948.1-F000
LG5	36,48759286	LOC112036206
LG5	38,69897652	LOC112020849
LG5	38,71903076	LOC112005714
LG5	39,45631125	LOC112020866
LG5	40,13872083	NW_019812605.1-F000
LG5	40,73848511	NW_019812132.1-F000
LG5	40,8199289	LOC111992253
LG5	40,9205187	LOC111992229
LG5	41,01588801	LOC112040616
LG5	41,08072189	LOC112004694
LG5	41,08864267	NW_019824079.1-F001
LG5	41,09118717	LOC112004685
LG5	41,1043115	NW_019824079.1-F000
LG5	41,48635814	LOC112012482
LG5	41,49456882	LOC112028405
LG5	41,49941818	LOC112028326
LG5	41,66462064	NW_019826376.1-F000
LG5	42,04893648	NW_019809932.1-F000
LG5	42,25157925	NW_019813748.1-F000
LG5	42,39011517	NW_019813032.1-F000
LG5	42,7687639	LOC112013187
LG5	42,78154932	LOC112020385
LG5	42,79052333	LOC112024475
LG5	43,15748493	LOC112037232
LG5	43,53795319	LOC112020837
LG5	43,54507	LOC112020825
LG5	43,60961348	LOC112040555
LG5	43,60968749	NW_019815579.1-F000
LG5	43,7351993	LOC112024810
LG5	43,8496379	NW_019823062.1-F001
LG5	43,97205947	LOC111998669
LG5	43,98742041	NW_019824729.1-F000
LG5	43,99996106	LOC111986501
LG5	44,03789043	NW_019816616.1-F000
LG5	44,15256767	NW_019824502.1-F000
LG5	45,06059172	LOC111986350
LG5	45,22867963	LOC112007608
LG5	45,29477224	LOC112030635
LG5	45,36099415	LOC112030634
LG5	45,41545522	NW_019824695.1-F000
LG5	46,32970939	LOC112034284
LG5	47,10728868	LOC112025391
LG5	47,97193487	LOC112035016
LG5	48,51689161	LOC112013034
LG5	48,54644841	LOC112038795
LG5	48,56682453	LOC112013032
LG5	48,59255718	NW_019807102.1-F001
LG5	48,66691281	LOC112024194
LG5	48,72900023	LOC112034317
LG5	48,8	LOC112015630
LG5	49,98504293	LOC112031433
LG5	50,57459531	LOC112035690
LG5	51,03714499	NW_019817277.1-F000
LG5	51,43878167	LOC111983226
LG5	51,55718788	LOC112014928
LG5	51,78416633	LOC112014954
LG5	51,94316663	NW_019813749.1-F000
LG5	52,3	NW_019824693.1-F002
LG5	52,34250358	LOC112020913
LG5	52,50810261	NW_019806142.1-F000
LG5	52,5364054	NW_019824693.1-F000
LG5	52,78111688	LOC111997416
LG5	52,89572589	LOC112007466
LG5	52,9	LOC111982904
LG5	52,9	LOC111986240
LG5	52,9	LOC111997405
LG5	52,9	LOC112022705
LG5	52,9	LOC112039720
LG5	52,9	NW_019815281.1-F001
LG5	53,19911499	LOC112020210
LG5	54,3	NW_019814576.1-F001
LG5	54,83677401	NW_019812453.1-F000
LG5	55,83467481	LOC112031031
LG5	56,5672576	LOC112024739
LG5	56,81294041	LOC112016287
LG5	56,81332814	NW_019828024.1-F000
LG5	56,81333633	NW_019828024.1-F001
LG5	56,81759269	LOC112016265
LG5	56,8187257	NW_019820098.1-F000
LG5	56,89591042	LOC112010869
LG5	56,91045522	LOC112010857
LG5	56,92776085	LOC112010868
LG5	57,2971814	NW_019805952.1-F000
LG5	57,3241954	LOC112029306
LG5	57,4777669	LOC112009061
LG5	57,77597374	LOC112039021
LG5	57,94605775	LOC111999491
LG5	57,98557151	LOC112036318
LG5	58,03408195	LOC112036315
LG5	58,0867649	LOC112011521
LG5	58,24517964	LOC112036325
LG5	58,41948208	LOC112038611
LG5	58,5493128	NW_019815011.1-F000
LG5	58,82997855	LOC112038620
LG5	59,05625545	LOC112005376
LG5	59,15316317	LOC112012232
LG5	59,4458045	LOC112000098
LG5	59,5	LOC111989059
LG5	59,5	NW_019806555.1-F000
LG5	59,99301387	NW_019806555.1-F001
LG5	60,10060374	NW_019815619.1-F000
LG5	60,64113503	NW_019816375.1-F000
LG5	60,65377095	LOC112027553
LG5	61,53982336	NW_019828088.1-F000
LG5	61,9708254	LOC112008632
LG5	62,13786359	LOC111989488
LG5	62,16056785	NW_019826589.1-F000
LG5	62,396314	LOC112001858
LG5	62,51301501	LOC111995080
LG5	62,57780992	LOC112027319
LG5	62,59944708	LOC112004474
LG5	62,73823218	NW_019814403.1-F000
LG5	62,74083061	LOC112035697
LG5	63,18095817	LOC112039158
LG5	63,28516933	NW_019808531.1-F000
LG5	63,30214343	LOC112029702
LG5	63,8	LOC112009368
LG5	64,4	LOC111994635
LG6	0	LOC112012414
LG6	0	NW_019826381.1-F000
LG6	1,404764169	LOC111993907
LG6	1,762483309	NW_019809582.1-F000
LG6	3,273955677	LOC112012406
LG6	4,599247151	NW_019807946.1-F002
LG6	5,320629991	NW_019823253.1-F000
LG6	5,467437139	LOC112038160
LG6	5,57432338	LOC112024939
LG6	6,266251149	NW_019809575.1-F000
LG6	6,323019159	LOC112023521
LG6	6,489535969	LOC112001621
LG6	6,5	LOC112007593
LG6	7,838270833	NW_019815237.1-F000
LG6	7,90066506	NW_019821359.1-F000
LG6	8,179699282	LOC111994108
LG6	8,1840194	LOC111994094
LG6	8,33272322	LOC112006270
LG6	8,437274617	LOC111997525
LG6	8,649124543	LOC112019764
LG6	8,748950833	LOC112003757
LG6	8,841500689	NW_019808498.1-F000
LG6	9,044056165	LOC112009955
LG6	9,302880954	NW_019827205.1-F000
LG6	9,602819238	LOC112009957
LG6	10,21815128	LOC112012153
LG6	10,4	LOC112010949
LG6	10,43719946	LOC112026097
LG6	10,49996448	LOC112026056
LG6	10,55753983	LOC112017772
LG6	10,69866066	LOC112009233
LG6	10,8018685	NW_019817673.1-F001
LG6	11,27169232	LOC111997227
LG6	11,33064996	LOC111997226
LG6	11,71052592	LOC111988499
LG6	11,99896117	LOC112031944
LG6	12,42471553	LOC111988461
LG6	12,47256343	LOC111999303
LG6	12,75757419	NW_019826870.1-F001
LG6	12,90150663	LOC111988501
LG6	12,99236798	NW_019818051.1-F000
LG6	13,08263971	LOC111988469
LG6	13,13498405	LOC111988474
LG6	13,3644357	LOC111988507
LG6	13,53612283	NW_019812875.1-F000
LG6	14,10162786	LOC112038038
LG6	14,11235739	LOC112006017
LG6	14,14816696	LOC112017528
LG6	14,18493534	NW_019824362.1-F003
LG6	14,71254682	LOC112028415
LG6	14,86269853	LOC112022332
LG6	15,35695103	LOC111989014
LG6	15,39739248	LOC111989006
LG6	15,5	LOC112007292
LG6	15,97380909	LOC112035993
LG6	16,17369731	LOC111995107
LG6	16,57474579	LOC112026491
LG6	16,7	LOC111991055
LG6	16,75511273	LOC112032787
LG6	16,79926492	LOC112022356
LG6	16,8	LOC112022346
LG6	16,8	LOC112025625
LG6	16,8	LOC112032795
LG6	16,8	NW_019809055.1-F000
LG6	17,12268077	LOC111996104
LG6	17,226765	LOC111986953
LG6	17,43640819	LOC111997794
LG6	17,43740178	LOC111997722
LG6	17,59655587	LOC111997720
LG6	17,67432864	LOC111997723
LG6	17,94057492	LOC111999540
LG6	17,98612452	LOC111999541
LG6	18,00455929	LOC111996656
LG6	18,04610911	NW_019827594.1-F000
LG6	18,09405358	LOC112020229
LG6	18,14101663	LOC111984120
LG6	18,28248703	LOC111996679
LG6	18,40148157	LOC111984141
LG6	18,4795314	LOC112032200
LG6	20,22614295	LOC111993883
LG6	20,4019828	LOC111989432
LG6	20,53285423	LOC111989546
LG6	20,65402761	LOC112007354
LG6	20,90212829	LOC111991581
LG6	21,02936987	LOC112015169
LG6	21,12034829	NW_019821682.1-F000
LG6	21,33979288	LOC112010327
LG6	21,49791655	NW_019818941.1-F000
LG6	21,66168756	LOC112020882
LG6	21,83506495	LOC111989288
LG6	22,0008214	LOC112040087
LG6	22,20123168	LOC112041167
LG6	22,28454492	LOC111999553
LG6	22,42601986	LOC112015190
LG6	22,53953714	LOC111999560
LG6	22,64560057	NW_019811751.1-F000
LG6	22,66080045	LOC112029848
LG6	22,80212653	NW_019820062.1-F000
LG6	22,81719675	NW_019825083.1-F000
LG6	22,81719854	NW_019811227.1-F000
LG6	22,81735244	LOC111994029
LG6	23,00017754	LOC111994033
LG6	23,31269114	NW_019808381.1-F000
LG6	23,34692072	LOC112020173
LG6	23,44891683	LOC112039443
LG6	23,47431588	LOC112020220
LG6	23,54834531	LOC111992472
LG6	23,56714771	LOC112040928
LG6	23,6	LOC112008315
LG6	23,6	LOC112021128
LG6	23,60015027	LOC112040931
LG6	23,606888	LOC112040935
LG6	24,06526893	LOC112006825
LG6	24,08774515	LOC112040757
LG6	24,13964082	LOC112041109
LG6	24,14166839	LOC111996264
LG6	24,78503133	LOC111985655
LG6	24,93325708	LOC112040105
LG6	24,95459296	NW_019824693.1-F003
LG6	24,9575116	LOC111997871
LG6	24,99040235	LOC112040100
LG6	24,99245694	NW_019826255.1-F000
LG6	25,09984306	LOC112040104
LG6	25,1	NW_019814939.1-F000
LG6	25,13941081	LOC111999235
LG6	25,4100812	LOC112039864
LG6	25,66149155	LOC112034254
LG6	25,68684046	LOC112034264
LG6	25,78211401	LOC112025121
LG6	25,78219375	LOC112015751
LG6	25,9072359	NW_019809997.1-F000
LG6	26,00409839	LOC111985095
LG6	26,11163883	LOC112023959
LG6	26,15161635	LOC112009977
LG6	26,17503681	LOC112035825
LG6	26,19622221	LOC112035828
LG6	26,19821973	NW_019807614.1-F000
LG6	26,22274363	LOC112023963
LG6	26,22368547	LOC112022817
LG6	29,74591894	NW_019824688.1-F000
LG6	30,2587963	LOC111995769
LG6	31,31773685	LOC112033407
LG6	31,35442834	LOC112030712
LG6	31,36603836	NW_019818826.1-F000
LG6	32,06478147	LOC111996670
LG6	32,08395973	LOC111996631
LG6	32,08727949	NW_019821070.1-F001
LG6	32,33644147	NW_019807048.1-F000
LG6	32,33644609	NW_019813452.1-F000
LG6	32,4342597	LOC112033592
LG6	32,46907253	LOC112033591
LG6	32,49128506	LOC112033607
LG6	34,40697951	LOC112006354
LG6	34,5	LOC111988177
LG6	34,5	LOC112000473
LG6	34,5	LOC112018063
LG6	34,5	LOC112018097
LG6	34,5	LOC112018189
LG6	34,5	LOC112018313
LG6	34,5	LOC112018346
LG6	34,5	LOC112031669
LG6	34,5	LOC112035143
LG6	34,51620449	NW_019806687.1-F000
LG6	35,3	LOC111991930
LG6	35,3	LOC111991953
LG6	35,3	LOC111997892
LG6	35,43777412	LOC112032534
LG6	35,5379965	NW_019812699.1-F001
LG6	35,59632642	LOC112032540
LG6	36,45120361	LOC112005400
LG6	36,84498548	LOC112005394
LG6	37,231942	NW_019817279.1-F000
LG6	37,27554636	NW_019823581.1-F000
LG6	37,33452616	LOC112003663
LG6	37,5733606	LOC112003676
LG6	37,97483716	LOC112035479
LG6	38,17024438	LOC111989292
LG6	39,40086075	LOC112038238
LG6	40,20288671	LOC112034018
LG6	40,23414224	NW_019813499.1-F000
LG6	40,24543377	NW_019815285.1-F000
LG6	40,26349275	NW_019810191.1-F000
LG6	40,30317591	LOC111984770
LG6	40,31142084	NW_019813198.1-F000
LG6	40,41235597	LOC111999823
LG6	40,45573585	LOC112005298
LG6	40,49106007	LOC112016135
LG6	40,49108169	LOC112016116
LG6	40,52433507	LOC112032233
LG6	40,56160142	NW_019827071.1-F000
LG6	40,6255294	LOC112005306
LG6	40,62674857	LOC112028039
LG6	40,62935969	LOC112004553
LG6	40,63208006	LOC112005307
LG6	40,66345409	LOC112028049
LG6	40,74608152	LOC112030052
LG6	40,75918601	LOC112016807
LG6	41,17151433	LOC112030059
LG6	41,3	LOC111995793
LG6	41,51545188	LOC111995754
LG6	41,62641648	NW_019814423.1-F000
LG6	41,6861684	NW_019811872.1-F002
LG6	41,70809781	LOC112026660
LG6	41,77820516	LOC112030058
LG6	41,81553989	LOC111994143
LG6	41,88272886	LOC112026623
LG6	41,99106072	LOC111988796
LG6	42,16041667	NW_019813447.1-F000
LG6	42,30652412	NW_019810775.1-F000
LG6	42,8811046	NW_019817677.1-F000
LG6	43,56199185	LOC111998497
LG6	44,49117841	LOC112040544
LG6	44,69690834	LOC112038090
LG6	44,69980177	LOC112038101
LG6	44,70638518	NW_019814877.1-F000
LG6	46,35079388	LOC112038102
LG6	46,37577463	LOC112017873
LG6	47,39977305	LOC111993664
LG6	47,5410045	NW_019813031.1-F000
LG6	48,44768975	LOC111998852
LG6	48,49515673	LOC111998842
LG6	48,5	LOC111988878
LG6	49,10013612	LOC112015975
LG6	49,61471959	LOC112015995
LG6	49,9055462	LOC112016000
LG6	50,06900359	LOC112015186
LG6	50,1141388	LOC112014150
LG6	50,44466646	NW_019818284.1-F000
LG6	50,64417138	LOC112001883
LG6	54,63673636	LOC112023655
