gene	Arabidopsis ID
LOC112015295	AT1G27290
LOC112030065	AT1G27300
LOC112029152	AT1G27310
LOC112000561	AT1G27320
LOC112001405	AT1G27320
LOC112030007	AT1G27320
LOC112030404	AT1G27320
LOC111995602	AT1G27330
LOC112038132	AT1G27330
LOC112021695	AT1G27340
LOC112038124	AT1G27340
LOC112035052	AT1G27370
LOC112001527	AT1G27385
LOC112001490	AT1G27390
LOC112002680	AT1G27410
LOC112017475	AT1G27430
LOC112034678	AT1G27430
LOC111994507	AT1G27435
LOC111985053	AT1G27440
LOC111992029	AT1G27450
LOC111997995	AT1G27450
LOC111998219	AT1G27450
LOC112002381	AT1G27450
LOC112020349	AT1G27450
LOC112027152	AT1G27450
LOC112035093	AT1G27460
LOC112020586	AT1G27461
LOC112030296	AT1G27470
LOC111987397	AT1G27480
LOC111990606	AT1G27480
LOC112021546	AT1G27500
LOC112040931	AT1G27500
LOC112040928	AT1G27510
LOC112018697	AT1G27520
LOC112020185	AT1G27520
LOC112032658	AT1G27520
LOC111988265	AT1G27595
LOC111988253	AT1G27600
LOC112025674	AT1G27600
LOC112011050	AT1G27620
LOC112012402	AT1G27620
LOC112035358	AT1G27620
LOC111983135	AT1G27660
LOC112011047	AT1G27660
LOC112036636	AT1G27660
LOC112022302	AT1G27680
LOC112031724	AT1G27700
LOC112003415	AT1G27730
LOC112027130	AT1G27730
LOC112027163	AT1G27750
LOC112027153	AT1G27752
LOC112027160	AT1G27760
LOC112027375	AT1G27760
LOC112029422	AT1G27770
LOC111992122	AT1G27840
LOC112002552	AT1G27840
LOC112009679	AT1G27840
LOC112030965	AT1G27840
LOC111985475	AT1G27850
LOC112014011	AT1G27850
LOC111985073	AT1G27870
LOC111986451	AT1G27870
LOC111992600	AT1G27870
LOC111996547	AT1G27870
LOC112000212	AT1G27870
LOC112003985	AT1G27870
LOC112012993	AT1G27870
LOC112016917	AT1G27870
LOC112021680	AT1G27870
LOC112028995	AT1G27870
LOC112032440	AT1G27870
LOC112041128	AT1G27870
LOC112014047	AT1G27880
LOC112022268	AT1G27900
LOC112011640	AT1G27920
LOC112001563	AT1G27930
LOC112008923	AT1G27930
LOC112032278	AT1G27930
LOC112013271	AT1G27940
LOC112038142	AT1G27950
LOC111984948	AT1G27970
LOC112030060	AT1G27970
LOC111987122	AT1G27980
LOC112014793	AT1G27980
LOC111983206	AT1G27980
LOC111993754	AT1G27990
LOC111992767	AT1G28060
LOC112011191	AT1G28060
LOC112015834	AT1G28060
LOC111986490	AT1G28110
LOC111988749	AT1G28110
LOC111999091	AT1G28110
LOC112001018	AT1G28110
LOC112022470	AT1G28110
LOC112025155	AT1G28110
LOC111984372	AT1G28120
LOC112028111	AT1G28120
LOC112040395	AT1G28120
LOC111985038	AT1G28140
LOC111997739	AT1G28150
LOC111994622	AT1G28190
LOC112034121	AT1G28200
LOC111997059	AT1G28210
LOC112019638	AT1G28210
LOC112027556	AT1G28210
LOC111997029	AT1G28220
LOC111997044	AT1G28220
LOC112034006	AT1G28220
LOC112032389	AT1G28240
LOC112015134	AT1G28250
LOC112015046	AT1G28260
LOC111982925	AT1G28280
LOC111992815	AT1G28280
LOC112008257	AT1G28280
LOC112024451	AT1G28280
LOC111993837	AT1G28300
LOC111990732	AT1G28320
LOC112004375	AT1G28340
LOC112037694	AT1G28350
LOC112004358	AT1G28360
LOC112035594	AT1G28360
LOC112040971	AT1G28380
LOC112012757	AT1G28390
LOC112026091	AT1G28395
LOC112023022	AT1G28395
LOC112026089	AT1G28410
LOC112026051	AT1G28420
LOC112013224	AT1G28440
LOC112026058	AT1G28440
LOC112011694	AT1G28470
LOC112011701	AT1G28480
LOC112015375	AT1G28480
LOC111983810	AT1G28490
LOC111994199	AT1G28490
LOC111994200	AT1G28490
LOC111994853	AT1G28490
LOC112025744	AT1G28490
LOC111997201	AT1G28510
LOC112000536	AT1G28510
LOC112020131	AT1G28510
LOC112017285	AT1G28520
LOC112020124	AT1G28520
LOC112020120	AT1G28530
LOC112020121	AT1G28540
LOC112015638	AT1G28560
LOC111995157	AT1G28570
LOC112034515	AT1G28570
LOC112005459	AT1G28610
LOC112016921	AT1G28660
LOC112019166	AT1G28680
LOC112016919	AT1G28690
LOC111993045	AT1G28710
LOC111993073	AT1G28710
LOC112000988	AT1G28710
LOC112030180	AT1G28710
LOC112040910	AT1G28760
LOC111984894	AT1G28960
LOC112018964	AT1G28960
LOC112019144	AT1G28960
LOC112026214	AT1G28960
LOC111984270	AT1G29000
LOC111996169	AT1G29040
LOC111996168	AT1G29050
LOC112022999	AT1G29050
LOC112023001	AT1G29050
LOC112025614	AT1G29050
LOC112025615	AT1G29050
LOC112025616	AT1G29050
LOC112025618	AT1G29050
LOC112025627	AT1G29050
LOC112033242	AT1G29050
LOC112033249	AT1G29050
LOC111996172	AT1G29070
LOC111987003	AT1G29080
LOC112008356	AT1G29090
LOC112006001	AT1G29100
LOC112036027	AT1G29120
LOC112020651	AT1G29140
LOC112035994	AT1G29140
LOC112007554	AT1G29150
LOC112023554	AT1G29150
LOC112037593	AT1G29150
LOC112036016	AT1G29170
LOC112036000	AT1G29195
LOC112010005	AT1G29200
LOC112010034	AT1G29220
LOC112000246	AT1G29240
LOC111991179	AT1G29260
LOC111998207	AT1G29260
LOC112002368	AT1G29260
LOC112020308	AT1G29260
LOC112024947	AT1G29260
LOC111987593	AT1G29270
LOC111987568	AT1G29280
LOC111995855	AT1G29280
LOC111987596	AT1G29300
LOC111987566	AT1G29310
LOC112010096	AT1G29320
LOC111987466	AT1G29330
LOC112015425	AT1G29330
LOC112037565	AT1G29330
LOC111987453	AT1G29340
LOC112017919	AT1G29370
LOC112039197	AT1G29380
LOC112039176	AT1G29390
LOC111990159	AT1G29400
LOC111999591	AT1G29400
LOC112039169	AT1G29400
LOC112024565	AT1G29420
LOC112034171	AT1G29430
LOC112024558	AT1G29450
LOC112024564	AT1G29460
LOC112020861	AT1G29530
LOC112013730	AT1G29630
LOC112013999	AT1G29630
LOC112034835	AT1G29630
LOC112038942	AT1G29630
LOC112014002	AT1G29640
LOC112038943	AT1G29640
LOC111983394	AT1G29660
LOC112005820	AT1G29660
LOC112013811	AT1G29660
LOC111992162	AT1G29670
LOC111997026	AT1G29670
LOC111997027	AT1G29670
LOC111998017	AT1G29670
LOC112003773	AT1G29670
LOC112005714	AT1G29670
LOC112005926	AT1G29670
LOC112037309	AT1G29670
LOC112031756	AT1G29690
LOC112039592	AT1G29690
LOC111995633	AT1G29750
LOC111999168	AT1G29760
LOC111998503	AT1G29790
LOC111989861	AT1G29800
LOC111991743	AT1G29800
LOC111998520	AT1G29810
LOC111990132	AT1G29820
LOC111998521	AT1G29820
LOC111998517	AT1G29850
LOC112040408	AT1G29850
LOC112038661	AT1G29860
LOC112007856	AT1G29880
LOC112009259	AT1G29880
LOC112026282	AT1G29880
LOC111995434	AT1G29900
LOC112017000	AT1G29900
LOC112024492	AT1G29900
LOC112030611	AT1G29930
LOC111988754	AT1G29940
LOC111991229	AT1G29940
LOC111995942	AT1G29940
LOC112008798	AT1G29940
LOC112030614	AT1G29950
LOC112006978	AT1G29980
LOC112021163	AT1G29980
LOC112021161	AT1G29990
LOC111984426	AT1G30000
LOC112002631	AT1G30000
LOC112009506	AT1G30000
LOC112014039	AT1G30000
LOC112015529	AT1G30000
LOC112021377	AT1G30000
LOC112031246	AT1G30000
LOC112024713	AT1G30040
LOC111998709	AT1G30070
LOC111998721	AT1G30080
LOC112012093	AT1G30090
LOC112012911	AT1G30100
LOC112025488	AT1G30110
LOC112004035	AT1G30130
LOC112012917	AT1G30130
LOC111997619	AT1G30135
LOC112012669	AT1G30140
LOC112031934	AT1G30140
LOC111997339	AT1G30190
LOC111983420	AT1G30220
LOC111993478	AT1G30220
LOC111995708	AT1G30220
LOC111995723	AT1G30220
LOC112008089	AT1G30220
LOC111999435	AT1G30220
LOC111994038	AT1G30240
LOC112007918	AT1G30270
LOC112032957	AT1G30270
LOC112032960	AT1G30280
LOC111984878	AT1G30290
LOC112032942	AT1G30290
LOC112032121	AT1G30320
LOC112032136	AT1G30330
LOC111984054	AT1G30360
LOC111984092	AT1G30360
LOC112003863	AT1G30360
LOC112004300	AT1G30370
LOC112012518	AT1G30370
LOC112003877	AT1G30370
LOC112013851	AT1G30370
LOC112033345	AT1G30370
LOC112008161	AT1G30370
LOC112031874	AT1G30380
LOC111990736	AT1G30400
LOC112001183	AT1G30400
LOC112011405	AT1G30400
LOC112021276	AT1G30400
LOC111998332	AT1G30410
LOC112002716	AT1G30410
LOC112011448	AT1G30410
LOC112013493	AT1G30420
LOC112028862	AT1G30420
LOC111990733	AT1G30440
LOC111990737	AT1G30450
LOC112021758	AT1G30450
LOC112002546	AT1G30460
LOC112017030	AT1G30460
LOC112035887	AT1G30460
LOC112031119	AT1G30470
LOC112036905	AT1G30480
LOC112038830	AT1G30480
LOC112031479	AT1G30500
LOC112021887	AT1G30500
LOC112023601	AT1G30500
LOC112006094	AT1G30520
LOC112007600	AT1G30540
LOC112015764	AT1G30545
LOC111993278	AT1G30545
LOC112034801	AT1G30550
LOC111998552	AT1G30570
LOC112007608	AT1G30570
LOC112006086	AT1G30580
LOC112009141	AT1G30580
LOC112013423	AT1G30580
LOC112007339	AT1G30610
LOC111993518	AT1G30620
LOC112007350	AT1G30620
LOC112034443	AT1G30620
LOC112001479	AT1G30630
LOC112007357	AT1G30630
LOC112014506	AT1G30630
LOC112018175	AT1G30630
LOC112005775	AT1G30640
LOC112007771	AT1G30640
LOC112011928	AT1G30640
LOC112037719	AT1G30640
LOC112019467	AT1G30650
LOC111984690	AT1G30670
LOC112005357	AT1G30670
LOC112035017	AT1G30670
LOC111996138	AT1G30680
LOC112035030	AT1G30680
LOC111984651	AT1G30690
LOC111998511	AT1G30690
LOC112035032	AT1G30690
LOC112040899	AT1G30690
LOC112025391	AT1G30700
LOC111983232	AT1G30755
LOC112019366	AT1G30755
LOC111984226	AT1G30760
LOC112025907	AT1G30790
LOC111985798	AT1G30810
LOC111990045	AT1G30820
LOC112011093	AT1G30820
LOC112030825	AT1G30820
LOC111997919	AT1G30825
LOC112017002	AT1G30825
LOC112030865	AT1G30825
LOC112030899	AT1G30840
LOC112012160	AT1G30845
LOC112004936	AT1G30870
LOC112009974	AT1G30870
LOC112013704	AT1G30870
LOC111998018	AT1G30880
LOC112039324	AT1G30880
LOC111989948	AT1G30890
LOC112000573	AT1G30890
LOC112028344	AT1G30890
LOC112039167	AT1G30900
LOC111986985	AT1G30910
LOC111993267	AT1G30950
LOC111998059	AT1G30950
LOC111993282	AT1G30960
LOC111993279	AT1G30970
LOC111995697	AT1G30970
LOC111998210	AT1G30970
LOC112002372	AT1G30970
LOC112028255	AT1G30970
LOC112028592	AT1G30970
LOC111997249	AT1G31040
LOC111999783	AT1G31040
LOC112030353	AT1G31050
LOC112000172	AT1G31070
LOC112004152	AT1G31070
LOC111984331	AT1G31130
LOC111994189	AT1G31130
LOC112013152	AT1G31130
LOC112023323	AT1G31130
LOC111986897	AT1G31160
LOC112019382	AT1G31160
LOC111986909	AT1G31170
LOC112035558	AT1G31175
LOC111985283	AT1G31180
LOC111993116	AT1G31190
LOC112039618	AT1G31190
LOC112002590	AT1G31220
LOC112007424	AT1G31220
LOC112032468	AT1G31220
LOC112029035	AT1G31230
LOC112009333	AT1G31240
LOC112003700	AT1G31280
LOC112028144	AT1G31280
LOC111997151	AT1G31320
LOC112038775	AT1G31320
LOC111997160	AT1G31330
LOC112038917	AT1G31335
LOC111993729	AT1G31340
LOC112014678	AT1G31340
LOC112031842	AT1G31340
LOC111997390	AT1G31350
LOC112003189	AT1G31350
LOC112009339	AT1G31350
LOC112033360	AT1G31350
LOC112007262	AT1G31360
LOC112029760	AT1G31360
LOC112005560	AT1G31360
LOC112015664	AT1G31360
LOC112027008	AT1G31410
LOC112009349	AT1G31420
LOC111985734	AT1G31430
LOC111987826	AT1G31430
LOC112026460	AT1G31440
LOC111992041	AT1G31440
LOC112024765	AT1G31460
LOC111994819	AT1G31480
LOC112010574	AT1G31490
LOC112003982	AT1G31500
LOC112014121	AT1G31540
LOC112036664	AT1G31550
LOC112036699	AT1G31550
LOC112039268	AT1G31600
LOC112039276	AT1G31650
LOC111985689	AT1G31660
LOC111997951	AT1G31660
LOC111990001	AT1G31690
LOC112020846	AT1G31690
LOC112025247	AT1G31690
LOC111986084	AT1G31710
LOC111993797	AT1G31710
LOC112010724	AT1G31710
LOC112038115	AT1G31710
LOC111992496	AT1G31730
LOC112034117	AT1G31740
LOC111992443	AT1G31770
LOC111991174	AT1G31780
LOC111992980	AT1G31780
LOC112020307	AT1G31780
LOC111992739	AT1G31790
LOC111993162	AT1G31790
LOC111983909	AT1G31800
LOC111994928	AT1G31800
LOC111994980	AT1G31800
LOC112013335	AT1G31800
LOC112021689	AT1G31800
LOC112040373	AT1G31800
LOC111989230	AT1G31810
LOC111987859	AT1G31812
LOC112025219	AT1G31812
LOC112015668	AT1G31812
LOC112006029	AT1G31814
LOC112022515	AT1G31817
LOC111990912	AT1G31830
LOC111994571	AT1G31830
LOC112000782	AT1G31830
LOC112030423	AT1G31830
LOC112036140	AT1G31830
LOC111990777	AT1G31860
LOC111992094	AT1G31860
LOC111992172	AT1G31860
LOC112036579	AT1G31860
LOC111992010	AT1G31870
LOC112024349	AT1G31870
LOC112036857	AT1G31870
LOC112039201	AT1G31870
LOC112026679	AT1G31880
LOC111995246	AT1G31910
LOC112001502	AT1G31910
LOC112025221	AT1G31910
LOC112028305	AT1G31910
LOC112015109	AT1G31910
LOC112025232	AT1G31920
LOC112004311	AT1G31930
LOC112017080	AT1G31930
LOC112017092	AT1G31940
LOC112017087	AT1G31970
LOC112020729	AT1G31970
LOC112030691	AT1G31970
LOC112037765	AT1G31970
LOC112034489	AT1G32050
LOC112037355	AT1G32050
LOC112037384	AT1G32060
LOC112017082	AT1G32070
LOC112037374	AT1G32080
LOC111993242	AT1G32090
LOC112037344	AT1G32090
LOC111987637	AT1G32100
LOC112001516	AT1G32100
LOC112001517	AT1G32100
LOC112001518	AT1G32100
LOC112002526	AT1G32100
LOC112009314	AT1G32100
LOC112015239	AT1G32100
LOC112023921	AT1G32100
LOC112023936	AT1G32100
LOC111986430	AT1G32120
LOC111993634	AT1G32120
LOC111996569	AT1G32120
LOC111996570	AT1G32120
LOC111996571	AT1G32120
LOC111998909	AT1G32120
LOC111998910	AT1G32120
LOC111998914	AT1G32120
LOC112033825	AT1G32120
LOC112026617	AT1G32127
LOC112023932	AT1G32130
LOC112020527	AT1G32160
LOC112025229	AT1G32160
LOC112025227	AT1G32170
LOC111986101	AT1G32190
LOC112012086	AT1G32190
LOC112012098	AT1G32200
LOC112012095	AT1G32210
LOC112014082	AT1G32210
LOC112012097	AT1G32220
LOC112004432	AT1G32230
LOC112010534	AT1G32230
LOC112010545	AT1G32240
LOC112010521	AT1G32250
LOC112030947	AT1G32250
LOC112010544	AT1G32260
LOC112034770	AT1G32310
LOC112034883	AT1G32320
LOC112034707	AT1G32330
LOC111983337	AT1G32340
LOC111987674	AT1G32340
LOC112009529	AT1G32340
LOC112010218	AT1G32340
LOC112031223	AT1G32340
LOC112034943	AT1G32340
LOC112037912	AT1G32340
LOC112037689	AT1G32350
LOC112020767	AT1G32360
LOC112034888	AT1G32360
LOC111992280	AT1G32370
LOC112024599	AT1G32375
LOC112030830	AT1G32375
LOC111992291	AT1G32400
LOC111997912	AT1G32410
LOC112037880	AT1G32410
LOC111997915	AT1G32415
LOC112005464	AT1G32440
LOC112005463	AT1G32470
LOC112011211	AT1G32490
LOC112039733	AT1G32490
LOC112004295	AT1G32500
LOC112025188	AT1G32500
LOC112000975	AT1G32540
LOC112038722	AT1G32560
LOC112015173	AT1G32580
LOC112018898	AT1G32583
LOC111982941	AT1G32640
LOC111985629	AT1G32640
LOC111988941	AT1G32640
LOC112012448	AT1G32640
LOC112015758	AT1G32640
LOC112027245	AT1G32640
LOC112027257	AT1G32640
LOC112032397	AT1G32640
LOC112034790	AT1G32690
LOC111984939	AT1G32700
LOC112017496	AT1G32730
LOC112023785	AT1G32740
LOC111991837	AT1G32750
LOC112001421	AT1G32750
LOC112037621	AT1G32750
LOC111991152	AT1G32780
LOC112005657	AT1G32780
LOC112020289	AT1G32780
LOC112005689	AT1G32790
LOC112008674	AT1G32790
LOC112005674	AT1G32810
LOC112013584	AT1G32810
LOC112005675	AT1G32860
LOC112038080	AT1G32860
LOC112005619	AT1G32900
LOC112008531	AT1G32900
LOC111994625	AT1G32910
LOC111994626	AT1G32910
LOC111997265	AT1G32910
LOC112002144	AT1G32910
LOC112005669	AT1G32930
LOC111991637	AT1G32990
LOC112037581	AT1G32990
LOC111986711	AT1G33030
LOC111999738	AT1G33030
LOC112024712	AT1G33030
LOC112039311	AT1G33030
LOC112039314	AT1G33050
LOC112039334	AT1G33055
LOC112024675	AT1G33060
LOC112024692	AT1G33060
LOC112016046	AT1G33080
LOC112008311	AT1G33110
LOC112016063	AT1G33110
LOC112024680	AT1G33120
LOC112024691	AT1G33120
LOC111984701	AT1G33170
LOC111982972	AT1G33250
LOC112010695	AT1G33260
LOC112010696	AT1G33265
LOC111987082	AT1G33270
LOC112009810	AT1G33290
LOC112016348	AT1G33330
LOC112016301	AT1G33340
LOC112016354	AT1G33350
LOC112016309	AT1G33360
LOC111984876	AT1G33390
LOC112010155	AT1G33390
LOC112002843	AT1G33410
LOC111984473	AT1G33420
LOC112016316	AT1G33420
LOC112038819	AT1G33420
LOC112016341	AT1G33430
LOC112016308	AT1G33470
LOC111988063	AT1G33480
LOC112016345	AT1G33490
LOC112016315	AT1G33500
LOC112002586	AT1G33520
LOC112039609	AT1G33520
LOC111984548	AT1G33540
LOC111984558	AT1G33540
LOC111997404	AT1G33540
LOC111997409	AT1G33540
LOC111997462	AT1G33540
LOC112010401	AT1G33540
LOC112010407	AT1G33540
LOC112010436	AT1G33540
LOC112010447	AT1G33540
LOC112010624	AT1G33540
LOC112010635	AT1G33540
LOC112010679	AT1G33540
LOC112017495	AT1G33540
LOC112025307	AT1G33540
LOC112025320	AT1G33540
LOC112027198	AT1G33540
LOC112035786	AT1G33540
LOC111997406	AT1G33540
LOC112015263	AT1G33540
LOC112015027	AT1G33540
LOC112021697	AT1G33560
LOC111991556	AT1G33590
LOC112029381	AT1G33590
LOC111996205	AT1G33720
LOC112027078	AT1G33720
LOC111996595	AT1G33720
LOC112025392	AT1G33720
LOC112033956	AT1G33720
LOC112020142	AT1G33730
LOC112028275	AT1G33730
LOC112039948	AT1G33730
LOC112006541	AT1G33780
LOC112006574	AT1G33810
LOC112004550	AT1G33811
LOC112017717	AT1G33811
LOC112039728	AT1G33970
LOC111995338	AT1G33980
LOC112011578	AT1G33980
LOC112034657	AT1G33980
LOC112039726	AT1G33980
LOC112023222	AT1G34000
LOC111992039	AT1G34050
LOC112009199	AT1G34050
LOC112032409	AT1G34050
LOC112019318	AT1G34060
LOC111993189	AT1G34065
LOC112011579	AT1G34065
LOC112021142	AT1G34065
LOC112036816	AT1G34065
LOC111984956	AT1G34070
LOC111990246	AT1G34070
LOC112015238	AT1G34070
LOC112025541	AT1G34070
LOC112027559	AT1G34070
LOC112033743	AT1G34070
LOC112014756	AT1G34110
LOC112011336	AT1G34130
LOC112021966	AT1G34130
LOC112022913	AT1G34130
LOC112002435	AT1G34150
LOC112033995	AT1G34150
LOC112034106	AT1G34150
LOC112034265	AT1G34160
LOC112010325	AT1G34190
LOC112034128	AT1G34190
LOC112005767	AT1G34200
LOC112038350	AT1G34210
LOC112031986	AT1G34220
LOC112037591	AT1G34220
LOC112037853	AT1G34220
LOC112031962	AT1G34245
LOC112002591	AT1G34270
LOC111984253	AT1G34300
LOC111984793	AT1G34300
LOC111987199	AT1G34300
LOC111987549	AT1G34300
LOC111992180	AT1G34300
LOC112000100	AT1G34300
LOC112000852	AT1G34300
LOC112002248	AT1G34300
LOC112004343	AT1G34300
LOC112004370	AT1G34300
LOC112005957	AT1G34300
LOC112005958	AT1G34300
LOC112008513	AT1G34300
LOC112008757	AT1G34300
LOC112013012	AT1G34300
LOC112013033	AT1G34300
LOC112019829	AT1G34300
LOC112024278	AT1G34300
LOC112026698	AT1G34300
LOC112026707	AT1G34300
LOC112032183	AT1G34300
LOC112032355	AT1G34300
LOC112000826	AT1G34320
LOC112014104	AT1G34320
LOC112026183	AT1G34320
LOC112017373	AT1G34340
LOC112018806	AT1G34340
LOC112023093	AT1G34340
LOC112017370	AT1G34350
LOC112017371	AT1G34355
LOC112006299	AT1G34360
LOC112008233	AT1G34360
LOC112004362	AT1G34370
LOC112017362	AT1G34370
LOC112017372	AT1G34380
LOC112010634	AT1G34420
LOC112021219	AT1G34420
LOC112021220	AT1G34430
LOC112004910	AT1G34430
LOC112034906	AT1G34470
LOC111993083	AT1G34540
LOC112014591	AT1G34540
LOC112022993	AT1G34570
LOC112025628	AT1G34570
LOC111984207	AT1G34575
LOC111984235	AT1G34575
LOC112031953	AT1G34575
LOC112009650	AT1G34580
LOC112023450	AT1G34580
LOC112025016	AT1G34580
LOC112030438	AT1G34580
LOC112030458	AT1G34630
LOC112030460	AT1G34640
LOC112030452	AT1G34670
LOC112033310	AT1G34670
LOC111995755	AT1G34750
LOC111997274	AT1G34750
LOC112036563	AT1G34770
LOC112019008	AT1G34770
LOC112036562	AT1G34780
LOC112026081	AT1G34790
LOC112030125	AT1G35160
LOC111988448	AT1G35180
LOC111988450	AT1G35180
LOC111994451	AT1G35180
LOC112012398	AT1G35180
LOC112003237	AT1G35190
LOC111984995	AT1G35210
LOC111984990	AT1G35220
LOC112031938	AT1G35420
LOC112001092	AT1G35430
LOC112001094	AT1G35460
LOC111990451	AT1G35470
LOC112005791	AT1G35470
LOC112027709	AT1G35470
LOC112032026	AT1G35470
LOC112036782	AT1G35470
LOC111998035	AT1G35510
LOC112031996	AT1G35510
LOC112026211	AT1G35530
LOC112031974	AT1G35530
LOC112022750	AT1G35620
LOC111984630	AT1G35660
LOC111992860	AT1G35660
LOC111984647	AT1G35670
LOC111984639	AT1G35680
LOC111984731	AT1G35710
LOC111984735	AT1G35710
LOC111986187	AT1G35710
LOC111986472	AT1G35710
LOC111987666	AT1G35710
LOC111988108	AT1G35710
LOC111988112	AT1G35710
LOC111988446	AT1G35710
LOC111990137	AT1G35710
LOC111996884	AT1G35710
LOC111997175	AT1G35710
LOC111999060	AT1G35710
LOC111999713	AT1G35710
LOC111999950	AT1G35710
LOC111999955	AT1G35710
LOC112003610	AT1G35710
LOC112007369	AT1G35710
LOC112007371	AT1G35710
LOC112011354	AT1G35710
LOC112011715	AT1G35710
LOC112015209	AT1G35710
LOC112015211	AT1G35710
LOC112024000	AT1G35710
LOC112026412	AT1G35710
LOC112027645	AT1G35710
LOC112031547	AT1G35710
LOC112032775	AT1G35710
LOC112032778	AT1G35710
LOC112035849	AT1G35710
LOC112011353	AT1G35720
LOC112037871	AT1G35720
LOC112039683	AT1G35830
LOC111988691	AT1G35910
LOC112031609	AT1G35910
LOC112004515	AT1G36050
LOC112038079	AT1G36050
LOC111990252	AT1G36160
LOC111998613	AT1G36160
LOC112026755	AT1G36160
LOC112038061	AT1G36160
LOC111991273	AT1G36180
LOC112016656	AT1G36240
LOC112023654	AT1G36240
LOC112033069	AT1G36240
LOC112011755	AT1G36280
LOC112010177	AT1G36310
LOC112023712	AT1G36310
LOC112003605	AT1G36320
LOC112009067	AT1G36370
LOC112023245	AT1G36380
LOC112023249	AT1G36390
LOC112003182	AT1G36730
LOC112005579	AT1G36730
LOC112019195	AT1G36730
LOC112025047	AT1G36730
LOC112012486	AT1G36940
LOC112025073	AT1G36940
LOC112037859	AT1G36940
LOC112016748	AT1G36980
LOC112025051	AT1G36980
LOC112025060	AT1G36990
LOC112031778	AT1G36990
LOC112033046	AT1G37113
LOC111999589	AT1G37130
LOC112010176	AT1G37130
LOC112018112	AT1G37130
LOC112035904	AT1G37130
LOC111990369	AT1G37140
LOC112027853	AT1G38131
LOC111986188	AT1G40087
LOC111988734	AT1G40087
LOC111990959	AT1G40087
LOC111991084	AT1G40087
LOC111994145	AT1G40087
LOC111994587	AT1G40087
LOC112004377	AT1G40087
LOC112005206	AT1G40087
LOC112005354	AT1G40087
LOC112013031	AT1G40087
LOC112016800	AT1G40087
LOC112016848	AT1G40087
LOC112018425	AT1G40087
LOC112018907	AT1G40087
LOC112026107	AT1G40087
LOC112034251	AT1G40087
LOC111983700	AT1G40390
LOC111983701	AT1G40390
LOC111984679	AT1G40390
LOC111985633	AT1G40390
LOC111985765	AT1G40390
LOC111985902	AT1G40390
LOC111986114	AT1G40390
LOC111986485	AT1G40390
LOC111986559	AT1G40390
LOC111986582	AT1G40390
LOC111987261	AT1G40390
LOC111987509	AT1G40390
LOC111987579	AT1G40390
LOC111987785	AT1G40390
LOC111987838	AT1G40390
LOC111988973	AT1G40390
LOC111990365	AT1G40390
LOC111990628	AT1G40390
LOC111990725	AT1G40390
LOC111990897	AT1G40390
LOC111991509	AT1G40390
LOC111991724	AT1G40390
LOC111992164	AT1G40390
LOC111994021	AT1G40390
LOC111994084	AT1G40390
LOC111994088	AT1G40390
LOC111995659	AT1G40390
LOC111995958	AT1G40390
LOC111997036	AT1G40390
LOC111997286	AT1G40390
LOC111997308	AT1G40390
LOC111998355	AT1G40390
LOC111998413	AT1G40390
LOC111999528	AT1G40390
LOC112000667	AT1G40390
LOC112001096	AT1G40390
LOC112001955	AT1G40390
LOC112003117	AT1G40390
LOC112003995	AT1G40390
LOC112004444	AT1G40390
LOC112005040	AT1G40390
LOC112007519	AT1G40390
LOC112008941	AT1G40390
LOC112012353	AT1G40390
LOC112012607	AT1G40390
LOC112012897	AT1G40390
LOC112015491	AT1G40390
LOC112016096	AT1G40390
LOC112017441	AT1G40390
LOC112019538	AT1G40390
LOC112021721	AT1G40390
LOC112022729	AT1G40390
LOC112022870	AT1G40390
LOC112022938	AT1G40390
LOC112024376	AT1G40390
LOC112026110	AT1G40390
LOC112026404	AT1G40390
LOC112029368	AT1G40390
LOC112029413	AT1G40390
LOC112031795	AT1G40390
LOC112032501	AT1G40390
LOC112032901	AT1G40390
LOC112033913	AT1G40390
LOC112034098	AT1G40390
LOC112034308	AT1G40390
LOC112034897	AT1G40390
LOC112037243	AT1G40390
LOC112037486	AT1G40390
LOC112037832	AT1G40390
LOC112037983	AT1G40390
LOC112038194	AT1G40390
LOC112038687	AT1G40390
LOC112039472	AT1G40390
LOC112039651	AT1G40390
LOC112040734	AT1G40390
LOC112037967	AT1G41830
LOC111985686	AT1G41920
LOC111999995	AT1G42430
LOC111995854	AT1G42440
LOC112009621	AT1G42440
LOC112039960	AT1G42440
LOC111992870	AT1G42470
LOC112013570	AT1G42470
LOC112025983	AT1G42470
LOC112031927	AT1G42470
LOC112023638	AT1G42480
LOC112023645	AT1G42550
LOC112011170	AT1G42700
LOC112015956	AT1G42700
LOC112022321	AT1G42700
LOC112001933	AT1G42960
LOC112023636	AT1G42960
LOC112023637	AT1G42970
LOC112029966	AT1G42990
LOC112011834	AT1G43040
LOC112019955	AT1G43040
LOC112018548	AT1G43080
LOC112008642	AT1G43130
LOC112027517	AT1G43130
LOC112013918	AT1G43170
LOC112005048	AT1G43190
LOC112027498	AT1G43190
LOC112013920	AT1G43245
LOC112039440	AT1G43245
LOC112013933	AT1G43580
LOC112032574	AT1G43580
LOC112008005	AT1G43620
LOC112019813	AT1G43620
LOC112025152	AT1G43620
LOC112031389	AT1G43620
LOC111992821	AT1G43650
LOC111990420	AT1G43670
LOC111993759	AT1G43670
LOC112005255	AT1G43670
LOC112021092	AT1G43670
LOC112021618	AT1G43670
LOC112021121	AT1G43690
LOC112021095	AT1G43700
LOC112021093	AT1G43710
